businessname,dbaname,address,city,state,zip,descript,dayphn_cleaned,latitude,longitude
Tall Ship Restaurant (Bar Trailer #4),,1 East Pier,East Boston,MA,02128,Eating & Drinking w/ Take Out,6173077714.0,42.364956191451554,-71.04121482120479
Tall Ship Restaurant Container #3,,1 East Pier,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.364956191451554,-71.04121482120479
Tall Ship Restaurant (Food Shack),,1 East Pier,East Boston,MA,02128,Eating & Drinking w/ Take Out,6173077714.0,42.364956191451554,-71.04121482120479
Tall Ship Restaurant (Hot Cocoa Hut),,1 East Pier,East Boston,MA,02128,Eating & Drinking w/ Take Out,6173077714.0,42.364956191451554,-71.04121482120479
Tall Ship Restaurant (Pretzels),,1 East Pier,East Boston,MA,02128,Eating & Drinking w/ Take Out,6173077714.0,42.364956191451554,-71.04121482120479
Tall Ship Restaurant Trailer #1,,1 East Pier,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.364956191451554,-71.04121482120479
Tall Ship Restaurant Trailer #2,,1 East Pier,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.364956191451554,-71.04121482120479
Tall Ship Restaurant Trailer #3,,1 East Pier,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.364956191451554,-71.04121482120479
Tamarind Heads,,196 Quincy,Dorchester,MA,02125,Eating & Drinking,6178941539.0,42.31306866790966,-71.07391936327326
TANGIERINO/The Boston Cigar Club,,83 Main,Charlestown,MA,02129,Eating & Drinking,,42.37381938187018,-71.06269702395893
Taqueria El Barrio,,201 Brookline,Boston,MA,02215,Eating & Drinking w/ Take Out,,42.34486239691058,-71.10160474147757
TAQUERIA EL CARRIZAL,,248 Brighton,Allston,MA,02134,Eating & Drinking,6177790022.0,42.35325000078328,-71.13665000215421
TAQUERIA JALISCO,,291 Bennington,East Boston,MA,02128,Eating & Drinking w/ Take Out,6175676367.0,42.37871000006715,-71.02818000133632
Taqueria Jalisco Orient Heights,,980 Saratoga,East Boston,MA,02128,Eating & Drinking,6175966855.0,42.387000000417736,-71.00720000198069
Taqueria Los Compadres Mexican Food,,315 Washington,Boston,MA,02108,Eating & Drinking w/ Take Out,7815960228.0,42.35705001209852,-71.05918289661273
Tarboosh Pizza & Grill,,2 Brighton,Allston,MA,02134,Eating & Drinking w/ Take Out,,42.35195437256894,-71.12617762484511
Target Pizza,,5200 Washington,West Roxbury,MA,02132,Eating & Drinking w/ Take Out,6173234400.0,42.2611306149455,-71.15683052217118
Target Store T-1898,,7 ALLSTATE,DORCHESTER,MA,02125,Eating & Drinking,6127611913.0,42.32933381539956,-71.06328822679266
TASCA RESTAURANT,,1612 Commonwealth,Brighton,MA,02135,Eating & Drinking,8572655881.0,42.3433283822371,-71.1426503061232
Tasty BBQ,,417 Washington,Boston,MA,02108,Eating & Drinking w/ Take Out,8636178025.0,42.35583082117818,-71.06040079012439
Tasty Burger,,86 Van Ness,Boston,MA,02215,Eating & Drinking,6174254444.0,42.34464374617293,-71.09951062458511
Tasty Burger Back Bay,,145 Dartmouth,Boston,MA,02116,Eating & Drinking,6174254444.0,42.3472779181476,-71.07545140055491
Tatte Bakery & Cafe,,125 High,Boston,MA,02110,Eating & Drinking,,42.35518000035624,-71.0536000016442
Tatte Bakery & Cafe,,125 Summer,Boston,MA,02111,Eating & Drinking,3166851622.0,42.35309999973272,-71.05744000070447
Tatte Bakery & Cafe,,1350 Boylston,Boston,MA,02215,Eating & Drinking,3166851622.0,42.34380666957909,-71.09942375005714
Tatte Bakery & Cafe,,160 Massachusetts,Boston,MA,02118,Eating & Drinking,3166851622.0,,
Tatte Bakery & Cafe,,200 Clarendon,Boston,MA,02116,Eating & Drinking,,42.34921000046016,-71.07513000164919
Tatte Bakery & Cafe,,200 Pier 4,Boston,MA,02210,Eating & Drinking,3166851622.0,42.352007953269535,-71.04255903773247
Tatte Bakery & Cafe,,201 Washington,BOSTON,MA,02108,Eating & Drinking,3166851622.0,42.35852000001347,-71.05837000123444
Tatte Bakery & Cafe,,345 Harrison,Roxbury,MA,02118,Eating & Drinking,6175771111.0,42.344885445535304,-71.0642243432147
Tatte Bakery & Cafe,,359 Huntington,Boston,MA,02115,Eating & Drinking,3166851622.0,42.34019514606527,-71.09025237218621
Tatte Bakery & Cafe,,399 Boylston,Boston,MA,02116,Eating & Drinking,3166851622.0,42.35178999985038,-71.07209000152072
Tatte Bakery & Cafe,,40 Warren,Charlestown,MA,02129,Eating & Drinking,6175771111.0,42.3733000000022,-71.06152000121222
Tatte Bakery & Cafe,,60 Old Colony,South Boston,MA,02127,Eating & Drinking,6175771112.0,42.33636117242864,-71.0555970368218
Tatte Bakery & Cafe,,70 Charles,Boston,MA,02114,Eating & Drinking w/ Take Out,3166851622.0,42.35787726288785,-71.07061447680753
Tatte Bakery & Cafe,,80 Boylston,Boston,MA,02116,Eating & Drinking,6175771111.0,42.35222576580822,-71.06490969394378
Tatte Bakery & Cafe 2nd Fl.,,201 Washington,BOSTON,MA,02108,Eating & Drinking w/ Take Out,6179049030.0,42.35852000001347,-71.05837000123444
Tavern Club,,4 Boylston,Boston,MA,02116,Eating & Drinking,6173389682.0,42.35190123499203,-71.06616976579691
Tavern In The Square Restaurant (North Station),,96 Beverly,Boston,MA,02114,Eating & Drinking,6173125613.0,42.36533855673271,-71.05985244440086
Tavern In The Square Restaurant (So. Station),,640 Atlantic,Boston,MA,02111,Eating & Drinking,6173125613.0,42.35002140648515,-71.05594134771243
Tavern of Tales,,1478 Tremont,Mission Hill,MA,02120,Eating & Drinking,6177080294.0,42.331753415624,-71.09867931078762
Tavolo,,1917 DORCHESTER,DORCHESTER,MA,02124,Eating & Drinking,6174365076.0,42.28521347978395,-71.06463831621204
TBaar,,754 Huntington,Mission Hill,MA,02115,Eating & Drinking w/ Take Out,,42.33348700040744,-71.10572400151099
TD Garden - 19 Pantry (Concession) #SW905,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,,,
T D Garden Banner Restaurant,,100 Legends,Boston,MA,02114,Eating & Drinking,6176241610.0,,
T D Garden Executive Suites Kitchen,,100 Legends,Boston,MA,02114,Eating & Drinking,6176241610.0,,
TD Garden L3 Dining Lounge #SE-328,,100 Legends,Boston,MA,02114,Eating & Drinking,6176241604.0,,
TD Garden L3 Pantry Rm. #SE-325,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,,
TD Garden L5 Bar Room #SE-524,,100 Legends,Boston,MA,02114,Eating & Drinking,,,
TD Garden L5 Gelato Cafe #SE-525,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,,,
TD Garden L9 Bar room  #NE-918,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,,,
TD Garden L9 Bar Room #SW-909,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,,,
TD Garden L9 Concession #SE-905,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,,,
TD Garden L9 Concession #SW-914,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,,,
T D Garden Legends Club,,100 Legends,Boston,MA,02114,Eating & Drinking,6176241610.0,,
TD Garden Lev 4 Bar Room SW-417,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,42.36613621938733,-71.06200123790606
TD Garden Lev 4 Concession SW-418,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,42.36613621938733,-71.06200123790606
TD Garden Lev 4 Grab & Go SW-420,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,42.36613621938733,-71.06200123790606
TD Garden Lev 5 Bar Room So. Club SW-523,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,42.36613621938733,-71.06200123790606
TD Garden Lev 5 Kitchen SW-524,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,42.36613621938733,-71.06200123790606
TD Garden Lev 7 Bar Room SW-720,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,42.36613621938733,-71.06200123790606
TD Garden Lev 7 Concession SW-721,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,42.36613621938733,-71.06200123790606
TD Garden Lev7 Grab & Go SW-723,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,42.36613621938733,-71.06200123790606
TD Garden Lev 8 Bar Room SW-809,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241604.0,42.36613621938733,-71.06200123790606
T D Garden Premium Club,,100 Legends,Boston,MA,02114,Eating & Drinking,6176241610.0,42.36613621938733,-71.06200123790606
Tea by the Sea,,99 Sumner,East Boston,MA,02128,Eating & Drinking,6462209991.0,42.36980947418374,-71.04243819155683
Tea Do,,333 Huntington,Boston,MA,02115,Eating & Drinking w/ Take Out,2156095555.0,42.34087171215824,-71.08847624464822
Tea Do/ Ice Age,,8 Tyler,Boston,MA,02111,Eating & Drinking,,42.351029999549816,-71.06043000117127
Tea Station Coffee,,1041 Saratoga,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.38594000031626,-71.00511000074283
Teazzi Tea Shop - Boston,,31 Harrison,Boston,MA,02111,Eating & Drinking w/ Take Out,5854516393.0,,
Teddys on the Hill/Red Hat,,9 Bowdoin,Boston,MA,02114,Eating & Drinking,,42.36101999969638,-71.06319000117755
Temazcal,,300 Terminal,East Boston,MA,02128,Eating & Drinking,,,
Temazcal Cantina,,250 Northern,Boston,MA,02210,Eating & Drinking,6174393502.0,42.3489360217995,-71.03840030091274
Tenderonis,,100 High,Boston,MA,02110,Eating & Drinking w/ Take Out,6174526262.0,42.354465446258,-71.05529865229609
Tenoch Mexican,,3 Lewis,Boston,MA,02109,Eating & Drinking w/ Take Out,6176698638.0,42.36328000035848,-71.05188000164372
Ten One Tea House,,1325 Boylston,Boston,MA,02215,Eating & Drinking w/ Take Out,4014804787.0,42.34437822478417,-71.09923458931928
Ten One Tea House,,279 Newbury,Boston,MA,02116,Eating & Drinking w/ Take Out,4019997262.0,42.34938000036875,-71.08401400134163
Ten Second Noodles,,417 Cambridge,Allston,MA,02134,Eating & Drinking,6173472979.0,42.35512300049573,-71.13406200067374
Ten Second Noodles,,60 Beach,Boston,MA,02111,Eating & Drinking,7818882119.0,42.35140999998186,-71.06013000075632
TEN TABLES,,597 Centre,Jamaica Plain,MA,02130,Eating & Drinking,5248810.0,42.31489999950725,-71.11427000136781
Tepeyac Cocina Mexicana,,1244 Washington,Roxbury,MA,02118,Eating & Drinking w/ Take Out,7813463304.0,42.34243000002749,-71.06723000068119
Teriyaki House,,32 Broadway,South Boston,MA,02127,Eating & Drinking w/ Take Out,6175135701.0,42.34272600317961,-71.056371153881
TERRAMIA RISTORANTE,,98 Salem,Boston,MA,02113,Eating & Drinking,7818213651.0,42.36405401969191,-71.05573361889128
Terra Restaurant,,800 Boylston,Boston,MA,02199,Eating & Drinking,,42.34729680482496,-71.0814574594804
Tex Mex Eats - Lower Level,,32 Cambridge,Charlestown,MA,02129,Eating & Drinking w/ Take Out,,42.383569999309664,-71.0743500017016
Tezcanlar  Inc,Thornton's Restaurant,150 Huntington,Boston,MA,02115,Eating & Drinking,,42.344909999677945,-71.0817900008921
TGI Fridays,,1625 Tremont,Roxbury,MA,02120,Eating & Drinking,6177341047.0,42.33391999965609,-71.10354000153066
THAI BASIL,,132 Newbury,Boston,MA,02116,Eating & Drinking,6175780089.0,42.35092000008556,-71.07668000111067
THAI DISH RESTAURANT,,270 Babcock,Boston,MA,02134,Eating & Drinking,7817560671.0,42.35266133857656,-71.12183708023385
Thai North Restaurant,,433 Faneuil,Brighton,MA,02135,Eating & Drinking w/ Take Out,8579193084.0,42.35122633880752,-71.16846130960647
Thai Oishi,,203 Adams,Dorchester,MA,02122,Eating & Drinking,6172822878.0,42.3018809143119,-71.06020977259713
Thai Place Restaurant,,184 Brighton,Allston,MA,02134,Eating & Drinking w/ Take Out,,42.353022734010565,-71.13372107257678
Thai Spice,,1745 Centre,West Roxbury,MA,02132,Eating & Drinking w/ Take Out,6174690002.0,42.287454370079104,-71.15024989463748
Thaitation,,129 Jersey,Boston,MA,02215,Eating & Drinking,6175859909.0,42.34232659991837,-71.09695162892903
That Fat Duck,,32 Cambridge,Charlestown,MA,02129,Eating & Drinking w/ Take Out,5414109818.0,42.383569999309664,-71.0743500017016
Thazia,,21 Dry Dock,Boston,MA,02210,Eating & Drinking w/ Take Out,,42.344239512372,-71.03113360993106
The Allandale Grill - 4th Fl.,,44 Allandale,Roslindale,MA,02467,Eating & Drinking,6175220043.0,42.30012000012234,-71.13059000131649
The Alley Bar,,275 Washington,Boston,MA,02108,Eating & Drinking,6172631449.0,42.357702645692086,-71.05831710623391
The Anchor,,36 First,Charlestown,MA,02129,Eating & Drinking,6172862404.0,42.374916469473845,-71.05399179794158
The Atrium Cafe@Brigham & Womens Faulkner Hosp.,,1153 Centre,Jamaica Plain,MA,02130,Eating & Drinking w/ Take Out,6179837265.0,,
The Avenue Bar & Grill,,1249 Commonwealth,Allston,MA,02134,Eating & Drinking,6179033110.0,42.350209999949264,-71.13215000110426
The Avenue Grille,,856 Dorchester,Dorchester,MA,02125,Eating & Drinking w/ Take Out,6172888000.0,42.3215423376293,-71.05658987930542
The Backstage Cafe @Emerson,,2 Boylston,Boston,MA,02116,Eating & Drinking w/ Take Out,7043284375.0,42.352044843678925,-71.0661176369821
The Bagel Table,,80 Guest,Brighton,MA,02135,Eating & Drinking,,42.35697046903908,-71.14408598594866
The Banks Seafood & Steak,,406 Stuart,Boston,MA,02116,Eating & Drinking,7813077730.0,42.348871001635615,-71.07378899411769
THE BANSHEE,,934 DORCHESTER ,DORCHESTER,MA,02125,Eating & Drinking,6174369747.0,42.318962440258645,-71.05647853463388
THE BARKING CRAB,,88 Sleeper,Boston,MA,02210,Eating & Drinking,6174262722.0,42.35389499947377,-71.04857600158121
The Baupost Group/Cafe Services,,10 ST JAMES,BOSTON,MA,02116,Eating & Drinking,6172108300.0,42.350390000004666,-71.07087000122388
The Bebop,,1116 Boylston,Boston,MA,02115,Eating & Drinking,6178218203.0,42.34679000004263,-71.08871000142467
The Beehive,,537 Tremont,Boston,MA,02116,Eating & Drinking,6174230069.0,42.34444111230883,-71.07125027296739
THE BELVEDERE CONDOMINIUM,,100 Belvidere,Boston,MA,02199,Eating & Drinking,6172927618.0,42.34603899993484,-71.08223700208117
The Berkeley,,154 Berkeley,Boston,MA,02116,Eating & Drinking,6175323600.0,42.34915857238625,-71.07243182150172
The Berry Twist,,200 Faneuil Hall Marketplace,Boston,MA,02109,Eating & Drinking w/ Take Out,,42.36019981607993,-71.05479820374326
The Best Sausage Co.  Inc.,,78 BROOKLINE ,BOSTON,MA,02115,Eating & Drinking,6174484473.0,42.34639512669829,-71.09903055713875
The Bittersweet Shoppe on Newbury,,257 Newbury,Boston,MA,02116,Eating & Drinking w/ Take Out,8572770151.0,42.34966000019893,-71.08314000066959
The Bostonian Boston - A Millennium Hotel,,20 North,Boston,MA,02108,Eating & Drinking,6175233600.0,42.36069099971517,-71.05634600142307
THE BOSTON ICE CREAM FACTORY,,777 William T Morrissey,Dorchester,MA,02122,Eating & Drinking w/ Take Out,6174362189.0,42.294809895236064,-71.04833864554867
The Bosworth,,90 Tremont,Boston,MA,02108,Eating & Drinking,6177725800.0,42.35739104612865,-71.06081247946469
The Bowery,,2261 Dorchester,Dorchester,MA,02124,Eating & Drinking,6176982261.0,42.27316999941528,-71.06801000171613
The Broadway Restaurant,,732 Broadway,South Boston,MA,02127,Eating & Drinking,6177761900.0,42.33586786011481,-71.03605105753377
The Bullpen,,19 Jersey,Boston,MA,02215,Eating & Drinking,6172470924.0,42.34611000042621,-71.09884000160447
THE CAFE ON NEW CHARDON ST.,,25 New Chardon,Boston,MA,02114,Eating & Drinking w/ Take Out,7818609426.0,42.36210999930024,-71.06174000047913
THE CATERED AFFAIR @ BOS. PUBLIC LIBRARY(T.O.),,700 Boylston,Boston,MA,02116,Eating & Drinking w/ Take Out,7819829333.0,42.349231021236314,-71.0786586590845
The Causeway,,65 Causeway,Boston,MA,02114,Eating & Drinking,6178581880.0,42.36444407623064,-71.06267614467363
THE CHARLES PLAYHOUSE,,74 Warrenton,Boston,MA,02116,Eating & Drinking,6178241921.0,42.34995292267883,-71.06616832757877
The Cheesecake Factory,,115 Huntington,Boston,MA,02199,Eating & Drinking,6173997777.0,42.34685999963089,-71.08089000088283
The Chemist,,218 Congress,Boston,MA,02110,Eating & Drinking,,42.35449000012255,-71.05422000103133
The Circle Pizza & Tavern,,354 Chestnut Hill,Brighton,MA,02135,Eating & Drinking w/ Take Out,6179048482.0,42.33688938052436,-71.15150452932527
The Corner Pub of Chinatown,,162 Lincoln,Boston,MA,02111,Eating & Drinking,6175427080.0,42.35077414633531,-71.05837495181578
The Corner Restaurant,,156 Bunker Hill,Charlestown,MA,02129,Eating & Drinking w/ Take Out,6172425494.0,42.37826603531185,-71.06088870047151
The Corner Tavern,,421 Marlborough,Boston,MA,02115,Eating & Drinking,6172546633.0,42.35013767465737,-71.08937506565992
The Daily Catch,,331 Hanover,Boston,MA,02113,Eating & Drinking w/ Take Out,6173158121.0,42.36419999987978,-71.05382000079965
The Daily Catch,,65 Atlantic,Boston,MA,02110,Eating & Drinking,6177724400.0,42.36292000041289,-71.05126000080661
The Delux Cafe,,100 Chandler,Boston,MA,02116,Eating & Drinking,6173385258.0,42.34626000047607,-71.07288000150218
The Dot Tavern,,840 Dorchester,Dorchester,MA,02125,Eating & Drinking,6175506820.0,42.32215899996675,-71.05660100207855
The Draft Bar & Grill,,32 Harvard,Allston,MA,02134,Eating & Drinking,7818910727.0,42.35487299930977,-71.13234800064964
The Dubliner,,2 Center,Boston,MA,02114,Eating & Drinking,,42.35979967493034,-71.06020106578822
THE ELEPHANT WALK,,1415 Washington,Roxbury,MA,02118,Eating & Drinking,6172471500.0,42.34122682908857,-71.070530874449
The Fed,,250 Franklin,Boston,MA,02110,Eating & Drinking,6174511900.0,42.35663048708329,-71.05427945054649
The Flamingo,,266 Commercial,Boston,MA,02109,Eating & Drinking,,42.364319999940925,-71.05135000121321
The Fourth Wall,,228 Tremont,Boston,MA,02116,Eating & Drinking,8579570909.0,42.35134599968016,-71.06458400129026
The Frenchman's Goods (Lower),,32 Cambridge,Charlestown,MA,02129,Eating & Drinking w/ Take Out,,42.383569999309664,-71.0743500017016
The Friendly Toast,,35 Stanhope,Boston,MA,02116,Eating & Drinking,6179019990.0,42.348524298135395,-71.0732515100183
The Fusion,,686 Morton,Dorchester,MA,02124,Eating & Drinking w/ Take Out,6174369458.0,42.28473999989685,-71.09209000160361
THE GALLEY DINER,,11 P STREET,SOUTH BOSTON,MA,02127,Eating & Drinking,6175495549.0,42.33780816954249,-71.02734855382914
The Godfrey Hotel Boston,,505 Washington,Boston,MA,02111,Eating & Drinking,6176342959.0,42.354662028688345,-71.06168472997265
The Greatest Bar,The Next Place LLC,262 Friend,Boston,MA,02114,Eating & Drinking,6173670544.0,42.3645333670508,-71.06139118680477
The Greek Gyro,,84 Peterborough,Boston,MA,02215,Eating & Drinking w/ Take Out,7813253577.0,42.343077111885144,-71.09911010660659
The Halal Guys,,1260 Boylston,Boston,MA,02215,Eating & Drinking w/ Take Out,,42.344890235705535,-71.09602570965198
The Halal Guys,,137 Stuart,Boston,MA,02116,Eating & Drinking w/ Take Out,6462033383.0,42.35137000026832,-71.06613000139077
The Halal Guys,,241 Washington,Boston,MA,02108,Eating & Drinking w/ Take Out,,42.35806000022152,-71.05817000133013
The Halal Guys,,4 Lucy,Dorchester,MA,02125,Eating & Drinking w/ Take Out,,42.32463638965348,-71.06208476963702
The Halal Shack,,775 Commonwealth,Boston,MA,02215,Eating & Drinking w/ Take Out,5182098776.0,42.35074376505768,-71.1090381125807
THE HARP,,85 Causeway,Boston,MA,02114,Eating & Drinking,7421010.0,42.364615191427795,-71.06238285907902
The Haven at the Brewery,,284 Amory,Jamaica Plain,MA,02130,Eating & Drinking,6176349184.0,42.31459333981942,-71.10381561442743
THE HILL TAVERN,,228 Cambridge,Boston,MA,02114,Eating & Drinking,,42.36098583922337,-71.06661067097204
The Hopewell Bar & Kitchen,,1277 Commonwealth,Allston,MA,02134,Eating & Drinking,6172088534.0,42.34981999931488,-71.13342000165389
THE HUB PUB,,18 Province,Boston,MA,02108,Eating & Drinking,6172278952.0,42.35725461096636,-71.05958063088868
The Hummus Shop Beacon Hill,,37 Charles,Boston,MA,02108,Eating & Drinking w/ Take Out,8607946687.0,42.35730400057077,-71.06978800195435
The Ice Creamsmith,,2295 Dorchester,Dorchester,MA,02124,Eating & Drinking w/ Take Out,6172968567.0,42.27241187688084,-71.06821796502982
THE IMPROV ASYLUM,,216 Hanover,BOSTON,MA,02113,Eating & Drinking,6172631221.0,42.36303000001194,-71.05551000123393
The Inn @ St. Botolph,,99 Saint Botolph,Boston,MA,02116,Eating & Drinking,6172661168.0,42.34500900046718,-71.08089300025574
