"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Gini Index of Income Inequality","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","igini","TimeFrame","GeoVintage","Source","Location"
"Census Tract","25025001033","MA","25025001033","=""25025001033""","0.44","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001034","MA","25025001034","=""25025001034""","0.36","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001035","MA","25025001035","=""25025001035""","0.58","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001036","MA","25025001036","=""25025001036""","0.33","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001037","MA","25025001037","=""25025001037""","0.36","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001038","MA","25025001038","=""25025001038""","0.32","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001039","MA","25025001039","=""25025001039""","0.5","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001040","MA","25025001040","=""25025001040""","0.53","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001041","MA","25025001041","=""25025001041""","0.36","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001042","MA","25025001042","=""25025001042""","0.4","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001043","MA","25025001043","=""25025001043""","0.55","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001044","MA","25025001044","=""25025001044""","0.46","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001045","MA","25025001045","=""25025001045""","0.35","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001046","MA","25025001046","=""25025001046""","0.58","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001047","MA","25025001047","=""25025001047""","0.51","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001048","MA","25025001048","=""25025001048""","0.37","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001049","MA","25025001049","=""25025001049""","0.41","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001050","MA","25025001050","=""25025001050""","0.43","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001051","MA","25025001051","=""25025001051""","0.47","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001052","MA","25025001052","=""25025001052""","0.42","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001053","MA","25025001053","=""25025001053""","0.32","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001054","MA","25025001054","=""25025001054""","0.38","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001055","MA","25025001055","=""25025001055""","0.32","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001056","MA","25025001056","=""25025001056""","0.43","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001057","MA","25025001057","=""25025001057""","0.46","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001058","MA","25025001058","=""25025001058""","0.46","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001059","MA","25025001059","=""25025001059""","0.3","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001060","MA","25025001060","=""25025001060""","0.45","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001061","MA","25025001061","=""25025001061""","0.51","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001062","MA","25025001062","=""25025001062""","0.45","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001063","MA","25025001063","=""25025001063""","0.38","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001064","MA","25025001064","=""25025001064""","0.52","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001065","MA","25025001065","=""25025001065""","0.4","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001066","MA","25025001066","=""25025001066""","0.52","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001067","MA","25025001067","=""25025001067""","0.28","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001068","MA","25025001068","=""25025001068""","0.31","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001069","MA","25025001069","=""25025001069""","0.42","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001070","MA","25025001070","=""25025001070""","0.31","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001071","MA","25025001071","=""25025001071""","0.34","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001072","MA","25025001072","=""25025001072""","0.56","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001073","MA","25025001073","=""25025001073""","0.51","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001074","MA","25025001074","=""25025001074""","0.37","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001075","MA","25025001075","=""25025001075""","0.31","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001076","MA","25025001076","=""25025001076""","0.5","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001077","MA","25025001077","=""25025001077""","0.49","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001078","MA","25025001078","=""25025001078""","0.33","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001079","MA","25025001079","=""25025001079""","0.45","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001080","MA","25025001080","=""25025001080""","0.47","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001081","MA","25025001081","=""25025001081""","0.31","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001082","MA","25025001082","=""25025001082""","0.31","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001083","MA","25025001083","=""25025001083""","0.29","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001084","MA","25025001084","=""25025001084""","0.53","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001085","MA","25025001085","=""25025001085""","0.37","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001086","MA","25025001086","=""25025001086""","0.38","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001087","MA","25025001087","=""25025001087""","0.29","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001088","MA","25025001088","=""25025001088""","0.47","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001089","MA","25025001089","=""25025001089""","0.36","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001090","MA","25025001090","=""25025001090""","0.44","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001091","MA","25025001091","=""25025001091""","0.38","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001092","MA","25025001092","=""25025001092""","0.38","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001093","MA","25025001093","=""25025001093""","0.29","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001094","MA","25025001094","=""25025001094""","0.38","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001095","MA","25025001095","=""25025001095""","0.55","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001096","MA","25025001096","=""25025001096""","0.56","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001097","MA","25025001097","=""25025001097""","0.55","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001098","MA","25025001098","=""25025001098""","0.54","2019-2023","2022","Census","Boston (City, 2020)"
"Census Tract","25025001099","MA","25025001099","=""25025001099""","0.52","2019-2023","2022","Census","Boston (City, 2020)"
